# kind	name	production	scope	purpose
# production is one of: on, off, auto, transient. This is the authoritative inventory.
env	MACWS_METALFX_PROBE_NEW_QUEUE_EACH_FRAME	off	standalone MetalFX temporal probe	Creates a real command queue per probe frame instead of reusing one queue for a queue-lifetime A/B.
env	MACWS_METALFX_PROBE_PAUSE_SECONDS	off	standalone MetalFX temporal probe	Pauses immediately before real temporal-scaler construction for debugger attachment.
env	MACWS_METALFX_PROBE_RESET	off	standalone MetalFX temporal probe	Overrides the real MTLFXTemporalScaler reset property for a bounded encode.
env	MACWS_METALFX_PROBE_RESET_INTERVAL	off	standalone MetalFX temporal probe	Resets the temporal scaler at a bounded frame interval up to 256 during a multi-frame replay.
env	MACWS_METALFX_STRAY_PROFILE	off	standalone MetalFX temporal probe	Selects the captured Stray formats, texture usage, storage and depth-reversal inputs in the standalone replay.
env	MACWS_METALFX_SYNC_DIAG	off	standalone MetalFX temporal probe	Observes the real AGX command-buffer synchronization notification callback without fabricating completion.
env	MACWS_METAL_PROBE_DUMP_EVENT_IMP	off	standalone probe	Dumps the Metal event implementation pointer.
env	MACWS_METAL_PROBE_DUMP_FUNCTIONS	off	standalone probe	Prints the exact function inventory exposed by a probe Metal library; never enabled in production.
env	MACWS_METAL_PROBE_DUMP_FUNCTION_REQUIREMENTS	off	standalone probe	Prints the private requirements metadata of each real function in the selected Metal library.
env	MACWS_METAL_PROBE_DUMP_FUNCTION_METHODS	off	standalone probe	Prints specialization/library-related Objective-C methods on probe MTLFunction objects.
env	MACWS_METAL_PROBE_DUMP_LIBRARY_ALL_METHODS	off	standalone probe	Prints the complete Objective-C metaclass method inventory for the selected real MTLLibrary.
env	MACWS_METAL_PROBE_DUMP_LIBRARY_METHODS	off	standalone probe	Prints function-related Objective-C methods on a loaded probe MTLLibrary object.
env	MACWS_METAL_PROBE_COLOR0_FORMAT	off	standalone probe	Overrides color attachment 0's pixel format in the bounded render-pipeline replay.
env	MACWS_METAL_PROBE_COLOR_FORMATS	off	standalone probe	Supplies the comma-separated color attachment format list for the bounded render-pipeline replay.
env	MACWS_METAL_PROBE_COMPUTE_FUNCTION	off	standalone probe	Selects a named compute function and creates its real compute pipeline without retrying or substituting it.
env	MACWS_METAL_PROBE_DEPTH_FORMAT	off	standalone probe	Overrides the depth attachment pixel format in the bounded render-pipeline replay.
env	MACWS_METAL_PROBE_EVENT_QUEUES	off	standalone probe	Selects the bounded shared-event multi-queue sequence used to distinguish queue translation from application workload.
env	MACWS_METAL_PROBE_FRAGMENT_FUNCTION	off	standalone probe	Selects the exact fragment function for the bounded render-pipeline replay.
env	MACWS_METAL_PROBE_FRAGMENT_LIBRARY_PATH	off	standalone probe	Loads the fragment function from an explicit second metallib during a bounded replay.
env	MACWS_METAL_PROBE_HALF_SATURATION_DISPATCH	off	standalone probe	Dispatches the selected compute pipeline against the bounded half-float saturation witness buffers.
env	MACWS_METAL_PROBE_LIBRARY_DATA	off	standalone probe	Loads the selected metallib through newLibraryWithData:error: instead of its URL API for an exact loader A/B.
env	MACWS_METAL_PROBE_PIPELINE_PAUSE_SECONDS	off	standalone probe	Pauses immediately before pipeline construction for debugger attachment.
env	MACWS_METAL_PROBE_PIPELINE_REPEAT	off	standalone probe	Repeats bounded render-pipeline creation the requested number of times.
env	MACWS_METAL_PROBE_SAMPLE_COUNT	off	standalone probe	Overrides render-pipeline raster sample count.
env	MACWS_METAL_PROBE_SERIALIZE_LIBRARY_PATH	off	standalone probe	Serializes the real loaded MTLLibrary to the explicitly requested diagnostic path and reports the stock error.
env	MACWS_METAL_PROBE_SHADOW_FORMAT	off	standalone probe	Selects rg16float or rg32float output for the bounded captured Stray shadow compute witness.
env	MACWS_METAL_PROBE_STRAY_SHADOW_DISPATCH	off	standalone probe	Dispatches only the exact captured Stray shadow compute function through its bounded input/output witness.
env	MACWS_METAL_PROBE_STENCIL_FORMAT	off	standalone probe	Overrides the stencil attachment pixel format in the bounded render-pipeline replay.
env	MACWS_METAL_PROBE_VERTEX_ATTRIBUTES	off	standalone probe	Supplies the explicit vertex-attribute descriptor list for a captured pipeline replay.
env	MACWS_METAL_PROBE_VERTEX_FUNCTION	off	standalone probe	Selects the exact vertex function and enables bounded render-pipeline replay.
env	MACWS_METAL_PROBE_VERTEX_LAYOUTS	off	standalone probe	Supplies the explicit vertex-buffer layout descriptor list for a captured pipeline replay.
env	__CFBundleIdentifier	auto	Catalyst direct launcher	Sets the actual macOS application bundle identity after RunningBoard selects the hidden iOS carrier identity.
env	__CFPREFERENCES_AVOID_DAEMON	on	macOS diskarbitrationd	Keeps the chroot daemon on local CFPreferences rather than an unavailable host preference daemon.
env	__CF_USER_TEXT_ENCODING	on	macOS diskarbitrationd	Provides the root user's deterministic CoreFoundation text-encoding identity in the launchd environment.
env	MACWS_METAL_PROBE_EVENT_ONLY	off	standalone probe	Restricts metal_source_probe to its event test.
env	MACWS_METAL_PROBE_EXACT_SOURCE	off	standalone probe	Replays a captured MSL file byte-for-byte without adding the normal cache-busting comment.
env	MACWS_METAL_PROBE_LIBRARY_PATH	off	standalone probe	Loads the exact precompiled metallib path requested by the bounded Metal source probe.
env	MACWS_METAL_PROBE_PAUSE_SECONDS	off	standalone probe	Pauses metal_source_probe for debugger attachment.
env	MACWS_METAL_PROBE_PIPELINE	off	standalone probe	Continues a precompiled-library probe through function specialization and render-pipeline creation.
env	MACWS_METAL_PROBE_SOURCE_ONLY	off	standalone probe	Skips event creation and GPU submission so a captured MSL library can be replayed in isolation.
env	MACWS_METAL_PROBE_SOURCE_PATH	off	standalone probe	Compiles Metal source read from the exact requested path.
env	MACWS_METAL_PROBE_FUNCTION	off	standalone probe	Loads the named function after a source-path probe compile.
env	MACWS_METAL_SOURCE_FORCE_IOS	off	A/B control	Forces an iOS Metal source target.
env	MACWS_PIN_FALLBACK	off	legacy allocation diagnostic	Explicit failed-init retry through pinnedGPULocation; not part of validated native allocation and never set by production launchers. The real failed initializer result is preserved unless this diagnostic is explicitly requested.
env	MACWS_PIPELINE_FALLBACK	off	temporary scaffold	Unsupported pipeline survival fallback.
env	MACWS_PING_HOLD_SECONDS	off	standalone probe	Keeps PingMTLCompilerService alive for bounded debugger attachment.
env	MACWS_PROBE_DETACHED_ENUMERATOR	off	standalone ExtensionRecord probe	Exercises the detached application-extension record enumerator path.
env	MACWS_PROBE_DETACHED_IDENTITY	off	standalone ExtensionRecord probe	Exercises detached extension-identity construction.
env	MACWS_PROBE_DISASM_QUERY	off	standalone ExtensionPointCatalog probe	Dumps exact query-method bytes and branch targets.
env	MACWS_PROBE_EXTENSIONKIT_CONSTANTS	off	standalone ExtensionRecord probe	Reads the runtime-confirmed ExtensionFoundation query constants.
env	MACWS_PROBE_HOLD	off	standalone OSLaunchdJob probe	Stops the probe for debugger attachment.
env	MACWS_PROBE_HOLD_SECONDS	off	standalone ExtensionKit XPC probe	Bounds the post-message diagnostic hold to at most 60 seconds.
env	MACWS_PROBE_INTERFACE	off	standalone OSLaunchdJob probe	Constructs the private RunningBoard launchd interface for observation.
env	MACWS_PROBE_QUERY_OWNERS	off	standalone ExtensionPointCatalog probe	Enumerates runtime classes that own ExtensionFoundation query selectors.
env	MACWS_PROBE_QUERY_POINT_ENUMERATOR	off	standalone ExtensionRecord probe	Exercises the extension-point record enumerator route.
env	MACWS_PROBE_QUERY_ROUTES	off	standalone ExtensionRecord probe	Inventories the available ExtensionFoundation query routes.
env	MACWS_PROBE_REGISTER_DETAIL	off	standalone ExtensionRecord probe	Records the private LaunchServices plugin-registration builder/context boundary.
env	MACWS_PROBE_REGISTER_ORIGINAL	off	standalone ExtensionRecord probe	Calls the stock private plugin registration entry point for an explicit A/B.
env	MACWS_PROBE_STOP_BEFORE_REGISTER	off	standalone ExtensionRecord probe	Stops immediately before the explicit private registration call for LLDB.
env	MACWS_PROBE_SUBMIT	off	standalone OSLaunchdJob probe	Submits the bounded private RunningBoard launchd-job diagnostic workload.
env	MACWS_PREVIEW_CI_DIAGNOSTICS	off	Preview diagnostic	Logs the exact ImageKit CIImage extent, source-image cache decision and render duration without changing the render result.
env	MACWS_RESTORE_OUTBUMP	off	A/B control	Restores historical selector output-count mutation.
env	MACWS_RUNTIME_DIAGNOSTICS	off	diagnostic master	Enables high-overhead flight recorders.
env	MACWS_HOST_DIAGNOSTICS	off	Host diagnostic	Explicit affirmative process-start switch for Host geometry/clipboard traces only; does not enable AGX flight recorders.
env	MACWS_WINDOWING_DIAGNOSTICS	off	SpringBoard windowing diagnostic	Explicit affirmative process-start switch for resize traces and method inventories; functional observer/transaction witnesses remain enabled.
env	MACWS_SUBMIT_FAST_RING	off	diagnostic	Fixed-memory AGX submit recorder.
env	MACWS_SURF_FILL_IOS	off	diagnostic	IOSurface fill probe.
env	MACWS_SUSPEND_AT_EXEC	off	diagnostic	SIGSTOP immediately after injection for LLDB attach.
env	MACWS_SUSPEND_TARGET	off	diagnostic	Narrows MACWS_SUSPEND_AT_EXEC to one exact executable path or basename; absent means every launcher target.
env	MACWS_LLDB_HOLD_AFTER_INIT	off	diagnostic	Stops after libmachook installs compatibility interposes and its dyld image callback; use MACWS_SUSPEND_TARGET to narrow the process name. Intended for cold-start service tracing when POSIX_SPAWN_START_SUSPENDED is too early.
env	MACWS_TEX_TRACE	off	diagnostic	Texture call trace.
env	MACWS_VNC_LOW_LATENCY_COMPRESSION	on	OSXvnc	Clamp negotiated compression work factor to measured level 1.
env	MACWS_VNC_INPUT_MODE	off	OSXvnc A/B control	Explicitly selects stock, scale-only, or hybrid input ownership; production leaves it unset and obtains hybrid behavior from MACWS_VNC_NATIVE_ALL=1.
env	MACWS_VNC_NATIVE_ALL	on	OSXvnc	Single system-wide CoreGraphics input owner.
env	MACWS_VNC_SHARE	auto	WindowServer VNC session transport	Shared-frame publication defaults on without configuration; the explicit --no-vnc user mode sets 0 in the WindowServer job to avoid the optional CPU mmap/damage copy. Final-composite transport is always active.
env	MACWS_VNC_TRACE_CLIENT_MESSAGES	off	diagnostic	RFB client-message trace.
env	MACWS_XPC_DEBUG	off	diagnostic	XPC connection trace; no process enables it implicitly.
env	MACWS_XPC_NAME_TRACE	off	diagnostic	Bounded allocation-free cold-start recorder for XPC/bootstrap service names; writes at most 512 records to stderr and never changes requests or results.
env	MACWS_XPC_NAME_TRACE_FILTER	off	diagnostic	Optional substring filter for MACWS_XPC_NAME_TRACE; absent in production and launcher-cleared before every Catalyst child.
env	MACWS_RANDOM_DIAGNOSTICS	off	Asphalt diagnostic	Read-only entropy/file-access witnesses enabled only by the matching rootfs sentinel; production preflight removes the sentinel.
env	MACWS_ROSETTA_AMFI_PUBLIC_KEY_HASH	off	Rosetta diagnostic	Supplies the exact 32-byte host-captured AMFI public-key hash only to oahd operation 0x5c after iOS returns ENOSYS; this is a diagnostic scaffold and does not implement the missing translated-task kernel ABI.
env	MACWS_IDENTITY_DIAGNOSTICS	off	Asphalt diagnostic	Read-only identifierForVendor and SecItem status witnesses; never records UUID or Keychain value, and production preflight removes its sentinel.
env	MACWS_SDR_SCANOUT	on	macOS virtual screen	Defaults on: reports actual 8-bit BGRA transport via NSScreen so HDR content is tone-mapped to representable output; native iPadOS display capabilities remain unchanged. Explicit zero is a diagnostic opt-out.
env	MACWS_CATALYST_LOCAL_KEYCHAIN	on	Asphalt compatibility	After the stock Ventura SecItem client returns errSecNotAvailable/errSecMDSError, routes only Asphalt generic-password requests through the authenticated mobile-session iOS Security helper with the original Gameloft access groups.
env	ALL_PROXY/HTTPS_PROXY/HTTP_PROXY	auto	Asphalt network compatibility	Set to socks5h://127.0.0.1:1082 only when that user-owned loopback endpoint accepts a bounded launch-time connection; otherwise cleared for direct networking. TLS verification remains enabled.
env	MACWS_KEYCHAIN_PROBE_PRESERVE	off	standalone Keychain probe	Keeps the probe's synthetic generic-password record for a second-process persistence check; never set by an application or production launch job.
env	NSRunningFromLaunchd	on	pbs	Matches the real macOS Services daemon launch contract.
env	PATH	auto	chroot launcher	Explicit standard chroot executable search path.
env	PINPROBE_HOLD_BEFORE_PIN	off	standalone probe	Holds PinnedVAProbe before pinning for debugger attachment.
env	MACWS_PROBE_CAN_MONITOR_WIFI	off	standalone MapKit probe	Requests MKLocationManager setCanMonitorWiFiStatus:YES before singleton creation only for an explicit probe A/B; never set by production.
env	REDWIN_DELAY	off	standalone probe	Delays the red-window rendering probe.
env	REDWIN_LOOP	off	standalone probe	Keeps the red-window rendering probe repainting.
env	RBS_DISASM_ONLY	off	standalone RunningBoard probe	Stops after locating the exact encodeForJob implementation for disassembly.
env	TOY_DELAY	off	standalone probe	Delays the ToyGUI rendering probe.
env	TMPDIR	auto	chroot/iOS launchers	Launcher-owned temporary directory appropriate to the target execution namespace.
env	USER	auto	Catalyst/chroot launcher	Sets the logical root user identity for the launched macOS process.
env	VSCODE_RESOLVING_ENVIRONMENT	transient	VS Code shell environment resolver	Exact official marker selecting the token-plus-JSON exec adapter and minimal constructor mode.
env	MallocScribble	off	allocator diagnostic	Forbidden in every production launch plist.
env	XPC_SERVICE_NAME	auto	macOS XPC services	System-provided service identity observed by the read-only proxy diagnostic; MacWS does not set it.
cli	--force-disable-user-env	on	VS Code main service	Supported VS Code switch avoids the redundant main-service login-shell environment probe.
cli	--disable-features=SkiaGraphite,avfoundation-overlays	on	VS Code Chromium	Keeps the unsupported Graphite shader path and AVSampleBufferDisplayLayer overlay path out of MacWS while retaining ANGLE/Metal, WebGL, GPU compositing, and the ordinary video compositor.
cli	--no-watchdog	off	safety invariant	Removed option; iPad thermal, memory-pressure and crash-loop protection cannot be disabled.
setting	chat.agentHost.enabled	off	dedicated VS Code benchmark profile	Avoid optional Copilot/Claude AgentHost processes unrelated to native-AGX WebGL measurement.
setting	terminal.integrated.enablePersistentSessions	off	dedicated VS Code benchmark profile	Avoid reviving stale benchmark-profile PTYs across isolated runs.
artifact	/var/jb/usr/macOS/gui-launchd/com.macwsguide.vscode.plist	on	VS Code production launcher	Packaged outside auto-scanned LaunchDaemons; loaded explicitly only after the GUI is ready.
artifact	/var/jb/usr/macOS/share/vscode	on	VS Code production assets	Authoritative agx-native-production1 settings and Aquarium extension copied into the exact profile selected by the launch plist.
artifact	/usr/local/share/macws/angle/angle-default-1ba8ec3-macabi.metallib	on	VS Code ANGLE Metal compatibility	Exact Chromium 148.0.7778.280 ANGLE 1ba8ec3 default shader source compiled by the real iOS MTLCompilerService through the macabi target adapter; selected only for the byte-exact embedded macOS library.
artifact	/usr/local/share/macws/angle/angle-default-5d4df51-macabi.metallib	on	Steam ANGLE Metal compatibility	Exact Steam Chromium 126 ANGLE 5d4df51 default shader source compiled by the real iOS MTLCompilerService for macabi; selected only for the 368459-byte embedded container with FNV-1a d3e757cc4a31c3c0.
state	/tmp/macws-vscode-profile-agx-native-production1	on	dedicated VS Code benchmark profile	Project-owned native-AGX launch profile; production preflight verifies its settings and Metal flags, forbids the exact --disable-gpu argument, leaves the normal user profile untouched, and preserves Chromium caches across warm starts.
state	/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/C/com.microsoft.VSCode.helper/com.apple.metal/.macws-source-target-schema	on	VS Code Metal library cache	Cold-start schema witness value macws-macabi-source-v1; a missing/mismatched value removes only compiler-31001 libraries.list/data so pure-iOS MTLBs cannot survive the macabi source-target migration.
flag	/private/tmp/macws_agx_dump_methods	off	diagnostic	AGX Objective-C method dump.
flag	/private/tmp/macws_agx_trace_reserve	off	diagnostic	AGX reserve trace.
flag	/private/tmp/macws_mtl_data_diag	off	diagnostic	Narrow read-only newLibraryWithData:error: and newLibraryWithURL:error: observers; dumps only the first eight Data blobs, records URL results/errors and exact caller image+offset, and never enables the private cache hooks.
flag	/tmp/macws_preview_ci_diagnostics	off	Preview diagnostic	Logs the exact ImageKit CIImage extent, source-image cache decision and render duration without changing the render result.
flag	/private/tmp/macws_mtl_library_diag	off	diagnostic	Metal source/options/result trace plus exact-UUID read-only cache-hit and pre-validation compiled-blob capture; dumps /private/tmp/macws_cached_library_*.bin and macws_compiled_library_*.bin and never changes compiler/loader results.
flag	/private/tmp/macws_pipeline_ab_diag	off	diagnostic	Runs the exact Stray depth16 pipeline-options A/B and logs both native results; production preflight removes it.
flag	/private/tmp/macws_tile_descriptor_diag	off	diagnostic	Tile descriptor and completion observer.
flag	/private/tmp/macws_texture_stride_diag	off	diagnostic	Logs the exact native texture descriptor, IOSurface and selected stride at the allocator boundary without mutating them.
flag	/tmp/macws_allow_unsafe_pf550_capture	off	unsafe diagnostic	Cross-queue compressed-scanout capture.
flag	/tmp/macws_cancel_completion	off	obsolete production switch	Ignored and removed on upgrade; cancelled-swap completion is built into the actual coexistence lifecycle.
flag	/tmp/macws_catalyst_direct_drawable_active	transient	Stray performance harness	Activates direct drawable publication only after the harness runtime-confirms real gameplay; the renderer latches the marker for that process.
flag	/tmp/macws_capture_final	transient	VNC startup	One-shot validated post-client frame request; removed after acknowledgement.
flag	/tmp/macws_command_error_diag	off	diagnostic	Metal command-buffer error introspection.
flag	/tmp/macws_geekbench_numeric_diag	off	Geekbench diagnostic	Installs UUID-verified read-only numeric comparator witnesses and bounded operand dumps; benchmark validation and return values remain unchanged.
flag	/tmp/macws_cvdl_trace	off	diagnostic	CVDisplayLink callback trace.
flag	/tmp/macws_disp_copy	off	legacy diagnostic	Display CPU-copy probe.
flag	/tmp/macws_disp_dump	off	diagnostic	Display backing raw dump.
flag	/tmp/macws_disp_fill	off	legacy diagnostic	Display gray-fill loop.
flag	/tmp/macws_dump_rejected_vnc	off	diagnostic	Rejected VNC frame dump.
flag	/tmp/macws_inband_pf550	off	unsafe diagnostic	Ordered PF550 readback experiment.
flag	/tmp/macws_inspect_failed_pf550	off	unsafe diagnostic	Inspect failed compressed frame.
flag	/tmp/macws_iogpu_error_diag	off	diagnostic	Raw IOGPU completion/error introspection.
flag	/tmp/macws_kcmd_field_5e3_diag	off	diagnostic	KCMD field trace.
flag	/tmp/macws_kcmd_field_6bc_diag	off	diagnostic	KCMD field trace.
flag	/tmp/macws_kcmd_field_4d0_diag	off	obsolete production switch	Ignored and removed on upgrade; structurally verified subtype-1 zero/one clearDepth payloads are admitted and preserved byte-for-byte for every application by default, without a diagnostic marker or Stray identity.
flag	/tmp/macws_kcmd_stray_subtype3_diag	off	diagnostic	Adds synchronous tracing to the exact Stray subtype-3 producer-version ABI family, including the NSError-bearing direct 0x210-byte resources=5/4 mode-1 record; compatibility without logging uses MACWS_STRAY_AGX_COMPAT.
flag	/tmp/macws_kcmd_field_a4_diag	off	diagnostic	KCMD field trace.
flag	/tmp/macws_kcmd_fix	off	obsolete production switch	Ignored and removed on upgrade; direct native-AGX command ABI translation runs with all structural checks by default.
flag	/tmp/macws_kcmd_wrapped_fix	off	obsolete production switch	Ignored and removed on upgrade; validated wrapped command ABI translation runs by default, retaining every producer-layout check.
flag	/tmp/macws_observe_pf550	off	diagnostic	Compressed display submission observer.
flag	/tmp/macws_owned_no_read	off	A/B control	Disables owned scanout read.
flag	/tmp/macws_owned_scanout	off	obsolete production switch	Ignored and removed on upgrade; the process-owned linear BGRA scanout is the production transport.
flag	/tmp/macws_owned_unlocked_read	off	unsafe A/B	Reads IOSurface without ownership lock.
flag	/tmp/macws_pf550_metadata_diag	off	diagnostic	PF550 metadata observer.
flag	/tmp/macws_pipeline_diag	off	diagnostic	Read-only render-pipeline result and NSError witness.
flag	/tmp/macws_steam_overlay_spawn_diag	off	Steam diagnostic	Records gameoverlayui spawn argv and selected environment fields without changing launch, process status or Steam retry policy.
flag	/tmp/macws_stray_disable_display_sync	off	Stray A/B diagnostic	Marker-only control for the same public CAMetalLayer displaySyncEnabled=NO policy shipped through MACWS_STRAY_DISABLE_DISPLAY_SYNC; original nextDrawable remains unchanged.
flag	/tmp/macws_stray_drawable_timing	off	Stray diagnostic	Times original nextDrawable, drawable presentation and command-buffer completion; installs completion handlers and is excluded from production FPS evidence.
flag	/tmp/macws_stray_no_overlay_injection	off	Stray A/B diagnostic	Omits only Valve's requested gameoverlayrenderer from the verified Stray child environment to measure overlay cost; intentionally invalidates the required Steam FPS HUD.
flag	/tmp/macws_stray_present_trace	transient	Stray benchmark	Low-overhead exact-process presentation counter; one atomic increment per frame and one log record per 120 frames, removed after the bounded run.
flag	/tmp/macws_stray_forward_nil_texture	off	Stray A/B diagnostic	Forwards a captured nil texture binding to the stock encoder for comparison instead of retaining the normal nil-binding guard.
flag	/tmp/macws_stray_wait_trace_capture	off	Stray diagnostic	Temporarily captures bounded native callers around the original waitUntilCompleted/surface-lock path without changing results.
flag	/tmp/macws_stray_wait_trace_install	off	Stray diagnostic	Installs exact-process preserving Metal wait/surface-lock instrumentation for a bounded diagnosis; capture remains separately gated.
flag	/tmp/macws_probe_small_pf550	off	diagnostic	Small compressed-texture probe.
flag	/tmp/macws_queue_qos_diag	off	diagnostic	Command-queue QoS trace.
flag	/tmp/macws_real_swapend	off	unsafe A/B	Lets macOS contend for the physical panel in coexistence.
flag	/tmp/macws_res_diag	off	diagnostic	AGX resource argument trace.
flag	/tmp/macws_runtime_diagnostics	off	diagnostic master	Enables high-overhead recorders and per-frame/event logs.
flag	/tmp/macws_app_input_diagnostics	off	AppInput diagnostic	Logs AppKit hit-window and event routing without enabling AGX/JIT recorders.
flag	/tmp/macws_7dtd_drawable_trace	off	7DTD diagnostic	Records the exact CAMetalLayer/drawable relationship and sparse GPU-completed IOSurface digests without changing presentation.
flag	/tmp/macws_7dtd_jit_trace	off	7DTD diagnostic	Enables bounded JIT reservation/protection logging only in the exact native-arm64 7 Days To Die process; it does not change the W^X policy.
flag	/tmp/macws_7dtd_blit_trace_active	off	7DTD diagnostic	Dynamically enables a bounded read-only witness for Unity's final texture/buffer blit arguments after the exact-process render trace was installed at launch.
flag	/tmp/macws_7dtd_force_serial_submit	off	7DTD diagnostic	After each unmodified exact-process command-buffer commit, waits for completion to test whether the pf115 producer-to-Hidden/BlitCopy failure is an inter-command dependency problem; intentionally destroys throughput and is never a production fix.
flag	/tmp/macws_7dtd_render_trace	off	7DTD diagnostic	Installs the existing bounded encoder/pipeline and one-shot render-target witnesses only for the exact native-arm64 7 Days To Die process; all Metal calls and results are forwarded unchanged.
flag	/tmp/macws_7dtd_tail_input_trace	off	7DTD diagnostic	Dynamically logs the real fragment texture/buffer bindings at Unity's Hidden/BlitCopy draw without changing encoder state or draw arguments; requires the exact-process render trace at launch.
flag	/tmp/macws_file_panel_diag	off	file-panel diagnostic	Logs local NSOpenPanel runtime-class installation and factory calls; production startup removes it.
flag	/tmp/macws_final_composite	off	obsolete production switch	Ignored and removed on upgrade; completed authenticated final composites are published to displayd/Host by default.
flag	/tmp/macws_probe_stop_before_graphic	off	standalone ExtensionRecord probe	File-form LLDB stop before the bounded graphic-render diagnostic.
flag	/tmp/macws_asphalt_random_diag	off	Asphalt diagnostic	Enables one-launch read-only entropy/TLS source tracing; production startup removes it.
flag	/tmp/macws_asphalt_identity_diag	off	Asphalt diagnostic	Enables one-launch Security/identifier status tracing; production startup removes it.
flag	/tmp/com.macwsguide.dense-grid.disabled	off	SpringBoard windowing	Boot-local emergency opt-out for MacWS dense Stage Manager size candidates; absence leaves the production grid enabled.
flag	/tmp/macws_catalyst_launch.trace	off	runningboardd diagnostic	Boot-local trace request for the hidden Catalyst launcher job rewrite; production keeps this absent.
flag	/tmp/macws_mtlcompiler_diagnostics	off	iOS MTLCompilerService	Enables compiler reply diagnostics; production cleanup removes it and preflight rejects it.
flag	/tmp/macws_mtlcompiler_hold	off	iOS MTLCompilerService	Boot-local compiler hold for debugger capture; production cleanup removes it and preflight rejects it.
flag	/tmp/macws_steam_angle_asset_build	off	Steam ANGLE asset builder	Byte-exact one-shot compiler adapter for rebuilding the packaged 5d4df51 macabi library; production cleanup removes it and preflight rejects it.
flag	/tmp/iosclear_run	off	iOS AGX reference	Boot-local opt-in to the diagnostic native AGX workload in MacWSHost.
flag	/tmp/iosclear_pf550_mode	off	iOS AGX reference	Selects PF550 diagnostic input.
flag	/tmp/iosclear_early_delay	off	iOS AGX reference	Delays the diagnostic early path.
flag	/tmp/iosclear_early_hold	off	iOS AGX reference	Holds the diagnostic early path.
flag	/tmp/iosclear_dump_agx_methods	off	iOS AGX reference	Dumps AGX methods for diagnostics.
flag	/tmp/iosclear_hires	off	iOS AGX reference	Selects the high-resolution diagnostic workload.
flag	/tmp/iosclear_terminal_size	off	iOS AGX reference	Selects the terminal-size diagnostic workload.
flag	/tmp/iosclear_draw_mode	off	iOS AGX reference	Selects the diagnostic draw mode.
flag	/tmp/macws_stop_after_clear	off	diagnostic	Stops capture after clear pass.
flag	/tmp/macws_stray_render_trace	off	Stray diagnostic	Installs bounded encoder/pipeline witnesses and logs only the first present plus each 120-present cadence sample; misc/stray_first_run_pipeline.py owns creation and cleanup.
flag	/tmp/macws_stray_rt_capture_now	transient	Stray diagnostic	Requests one bounded GPU-blit capture of dynamically discovered intermediate render targets and buffers after a verified scene; the pipeline removes it after acknowledgement or cleanup.
flag	/tmp/macws_submit_diag	off	diagnostic	Submit translation trace and raw dumps.
flag	/tmp/macws_submit_fast_ring	off	diagnostic	Fixed-memory submit flight recorder.
flag	/tmp/macws_submit_forward_progress_bridge	off	Stray A/B diagnostic	Enables the exact no-output AGX submit forward-progress bridge during the bounded performance harness; never enabled by production startup.
flag	/tmp/macws_submit_ring	off	diagnostic	Heap/mutex submit flight recorder.
flag	/tmp/macws_trace_small_pf550_bind	off	diagnostic	Small compressed bind trace.
flag	/tmp/macws_vnc_native_all	off	redundant override	Production owns this setting through OSXvnc environment.
flag	/tmp/macws_video_diag	off	diagnostic	Read-only NV12 texture creation-to-fragment-binding witness.
flag	/tmp/macws_vnc_share	off	obsolete production switch	Ignored and removed on upgrade; shared framebuffer capture is built in and the explicit --no-vnc session choice uses the launch job environment.
flag	/tmp/macws_vnc_test	off	diagnostic	Synthetic VNC gradient.
flag	/private/tmp/macws_xpc_proxy_trace	off	XPC proxy diagnostic	Logs the real process/service environment for compatibility-service attribution; production startup removes it.
flag	/tmp/macws_coexist_pace_us	off	diagnostic pacing override	Only explicit --pace-us experiments write this numeric override. Production has a built-in 100000-us idle interval and needs no file.
state	/tmp/macws_capture_done	transient	VNC startup	PID and generation acknowledgement for the one-shot frame request.
state	/tmp/macws_graphics_ready	transient	startup	PID witness written after first clean producer completion.
state	/tmp/.macos_gui.transaction	transient	GUI lifecycle transaction	Boot-local atomic mkdir lock with exact owner PID; overlapping start, restart, and stop operations return 75, while an ownerless stale lock is recoverable.
state	/tmp/.macws-autosignd-restart.lock	transient	autosignd lifecycle	Boot-local owner-PID lock serializing daemon replacement and endpoint verification; stale owners are recovered automatically.
state	/tmp/macos_gui_start.state	transient	GUI lifecycle transaction	Boot-local schema, PID, operation, mode, phase, timestamps, and detail consumed by the Host UI without parsing logs.
state	/tmp/macws_type82_test_start	off	standalone layout diagnostic	Timestamp written only by the manual type-82 layout test, never consumed by production startup.
state	/var/jb/var/mobile/macws-settings-runtime.trust-hashes	auto	System Settings cold start	Persistent verified CDHash manifest used to restore only the reboot-volatile dynamic trustcache entries before 48-pane verification.
request	/tmp/com.macwsguide.windowing.fullscreen-request.<UUID>.plist	transient	MacWSHost to SpringBoard	15-second exact-FBS-scene fullscreen request; SpringBoard deletes it after performing or rejecting system keyboard action 11.
request	/tmp/com.macwsguide.windowing.resize-request.<UUID>.plist	transient	MacWSHost to SpringBoard	15-second exact-FBS-scene preferred-size request; SpringBoard deletes it after the immutable app-layout transaction succeeds or fails.
notification	com.macwsguide.windowing.request-fullscreen	transient	MacWSHost to SpringBoard	Wakeup only; authority and exact target are read from the bounded fullscreen request plist.
notification	com.macwsguide.windowing.request-resize	transient	MacWSHost to SpringBoard	Wakeup only; authority, dimensions and exact target are read from the bounded resize request plist.
